name,category_list,  funding_total_usd  ,status,country_code,state_code,region,city,funding_rounds,founded_year,first_funding_at,last_funding_at
Rivet,Mobile|Personalization|Social Commerce|Social Media Marketing," 8,755,000 ",operating,USA,TX,Austin,Austin,2,2013,2013-07-11,2013-09-12
Rivet News Radio,Apps," 3,600,000 ",operating,USA,IL,Chicago,Chicago,2,2013,2014-08-20,2015-06-03
Roam Analytics,Big Data Analytics|Business Intelligence|Life Sciences|Machine Learning|Startups," 11,339,998 ",operating,USA,CA,SF Bay Area,San Francisco,2,2013,2013-12-26,2015-07-01
Robinhood,Finance|Financial Services|Mobile|Personal Finance," 66,000,000 ",operating,USA,CA,SF Bay Area,Palo Alto,3,2013,2013-12-01,2015-05-07
Robin Systems,Big Data Analytics|Enterprise Software|Startups," 21,700,000 ",operating,USA,CA,SF Bay Area,Milpitas,3,2013,2013-12-31,2015-10-06
Rocketrip,Enterprise Software|Internet|Online Travel|SaaS," 8,175,000 ",operating,USA,NY,New York City,New York,4,2013,2013-07-03,2015-09-10
Rock My World,Algorithms|Apps|Fitness|Music|Sensors|Sports|Technology," 1,390,000 ",operating,USA,CA,San Diego,San Diego,5,2013,2013-05-01,2015-06-01
Rodin Therapeutics,Biotechnology," 12,900,000 ",operating,USA,MA,Boston,Cambridge,2,2013,2013-06-27,2014-05-29
ROIKOI,Professional Services|Recruiting|Social Recruiting|Software," 3,100,000 ",operating,USA,TX,Austin,Austin,2,2013,2014-03-14,2015-10-13
Roomstorm (Formerly WalkSource),Hotels|Marketplaces|Networking|Online Travel|Travel|Travel & Tourism," 1,300,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,2013,2015-05-05,2015-05-05
RubiconMD,Health Care|Health Care Information Technology|Mobile Health," 1,300,000 ",operating,USA,NY,New York City,New York,1,2013,2014-12-22,2014-12-22
rumr,Chat|Identity|Messaging," 2,580,000 ",operating,USA,CA,Los Angeles,Los Angeles,2,2013,2013-11-01,2015-09-21
Runscope,Application Performance Monitoring|Cloud Infrastructure|Developer APIs|Developer Tools|Enterprise Software," 7,100,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,2013,2013-05-22,2014-04-10
RxRevu,Health and Wellness," 1,760,000 ",operating,USA,CO,Denver,Denver,4,2013,2014-03-01,2015-04-09
Saisei,Software," 14,253,858 ",operating,USA,CA,SF Bay Area,Sunnyvale,4,2013,2013-01-01,2015-10-07
SamyRoad,Brand Marketing|Content Creators|E-Commerce|Events|Social Media," 1,200,000 ",operating,USA,NY,New York City,New York,1,2013,2013-06-01,2013-06-01
Satya Media Group,Telecommunications|Video Conferencing|Web Development," 1,047,500 ",operating,USA,NY,NY - Other,Florida,2,2013,2014-04-14,2015-09-01
Saucey,Content Delivery|Mobile Commerce|Wine And Spirits," 4,500,000 ",operating,USA,CA,Los Angeles,Los Angeles,1,2013,2015-09-01,2015-09-01
Saut Media,Ad Targeting|Advertising|App Marketing|Digital Media|Mobile Advertising," 12,000,000 ",operating,USA,MD,MD - Other,California,2,2013,2014-08-01,2015-11-01
Savioke,Innovation Management|Robotics|Technology," 2,000,000 ",operating,USA,CA,SF Bay Area,Sunnyvale,1,2013,2014-04-09,2014-04-09
SchoolMint,Communications Infrastructure|Communities|High Schools," 8,393,326 ",operating,USA,CA,SF Bay Area,San Francisco,3,2013,2014-01-14,2015-11-23
Scientific Revenue,Big Data|Games|Mobile|Mobile Commerce|Mobile Games|Monetization," 2,500,000 ",operating,USA,CA,SF Bay Area,San Mateo,1,2013,2014-04-29,2014-04-29
Scilex Pharmaceuticals,Pharmaceuticals," 7,000,000 ",operating,USA,PA,Philadelphia,Malvern,2,2013,2014-08-08,2015-04-03
ScoreBeyond,EdTech|Education|Mobile|SaaS|Technology|Test and Measurement," 2,800,000 ",operating,USA,CA,SF Bay Area,Menlo Park,1,2013,2015-06-30,2015-06-30
Scout RFP,Enterprises|Procurement|SaaS|Software," 2,750,000 ",operating,USA,IL,Chicago,Chicago,1,2013,2015-01-27,2015-01-27
Scryer,Software," 16,700,000 ",operating,USA,NY,New York City,New York,2,2013,2014-03-10,2015-01-02
Scutify,Financial Services," 2,500,000 ",operating,USA,NY,New York City,New York,2,2013,2014-09-17,2015-03-31
Search'XPR Inc.,Apps|Developer APIs|Reviews and Recommendations|Search|Software," 2,059,769 ",operating,USA,NY,New York City,New York,1,2013,2015-03-09,2015-03-09
SecurityScorecard Inc.,Cloud Computing|Cyber Security|Reviews and Recommendations|Risk Management|Security," 15,923,277 ",operating,USA,NY,New York City,New York,2,2013,2014-01-01,2015-04-10
Seeq,Analytics|Services|Software," 12,189,731 ",operating,USA,WA,Seattle,Seattle,3,2013,2013-05-30,2015-11-13
SeeSpace,Consumer Electronics|Hardware|Interface Design|Internet|Television," 1,200,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,2013,2013-10-01,2014-06-17
Semantics3,E-Commerce," 2,150,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,2013,2013-03-01,2015-11-05
Semnur Pharmaceuticals,Biotechnology," 6,000,000 ",operating,USA,CA,SF Bay Area,Los Altos,1,2013,2013-08-16,2013-08-16
Sendbloom,Enterprises|Enterprise Software," 1,300,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,2013,2013-07-15,2015-01-15
SendUs,Games," 25,125,716 ",operating,USA,CA,Los Angeles,Culver City,3,2013,2010-08-30,2013-05-09
sendwithus,Content|Email|Sales and Marketing|Software|Web CMS," 2,300,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,2013,2014-01-01,2014-09-25
Sense,GreenTech|Hardware|Home Automation|Internet of Things|Sensors|Software," 2,499,999 ",operating,USA,MA,Boston,Cambridge,1,2013,2014-12-29,2014-12-29
Sense.ly,Enterprise Software|Entertainment|Health Care|Speech Recognition," 3,778,000 ",operating,USA,CA,SF Bay Area,San Francisco,3,2013,2013-07-10,2015-06-19
Senseware,Embedded Hardware and Software|Internet of Things|Sensors|Wireless," 1,115,500 ",operating,USA,DC,"Washington, D.C.",Washington,3,2013,2014-05-29,2015-03-01
Sensilk,Consumer Goods|Fitness|Online Shopping|Sporting Goods|Wearables," 1,500,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,2013,2014-10-16,2014-10-16
SentinelOne,Security," 39,520,000 ",operating,USA,CA,SF Bay Area,Mountain View,4,2013,2013-03-15,2015-10-13
Seriously,Games|Mobile," 28,000,000 ",operating,USA,CA,Los Angeles,Venice,4,2013,2013-11-05,2015-08-04
ServeMotion,Software," 1,100,000 ",operating,USA,NY,New York City,New York,2,2013,2014-11-13,2015-06-25
ServiceTitan,Software," 18,000,000 ",operating,USA,CA,Los Angeles,Glendale,2,2013,2014-01-23,2015-06-16
ServiceWhale,Curated Web|E-Commerce|Home & Garden|Home Renovation|Local|Local Search|Marketplaces|Mobile Commerce|Service Providers|Services," 1,500,000 ",operating,USA,PA,Philadelphia,Feasterville Trevose,1,2013,2015-03-30,2015-03-30
Shadow Puppet,Education|Photography|Video," 2,000,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,2013,2013-03-01,2013-03-01
ShareDesk,Commercial Real Estate|Coworking|Curated Web|Marketplaces," 1,100,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,2013,2013-10-16,2014-02-19
ShareRoot,Advertising|Analytics|Content|Content Discovery|Contests|Enterprise Software|SaaS|Services|Social Bookmarking," 1,400,000 ",operating,USA,CA,SF Bay Area,Berkeley,1,2013,2015-11-03,2015-11-03
SHAW COPPER AND BRASS,Manufacturing," 2,400,000 ",operating,USA,KY,Louisville,La Grange,1,2013,2014-10-23,2014-10-23
Shelfbucks,Advertising|Networking," 11,509,169 ",operating,USA,TX,Austin,Austin,5,2013,2013-08-01,2015-11-10
Shift,Technology," 73,800,000 ",operating,USA,CA,SF Bay Area,San Francisco,3,2013,2014-01-01,2015-09-01
Shippable,PaaS|SaaS|Software," 10,050,000 ",operating,USA,WA,Seattle,Seattle,3,2013,2013-08-05,2014-11-06
Shippo,B2B|Developer APIs|E-Commerce|Logistics|Shipping," 2,275,000 ",operating,USA,CA,SF Bay Area,San Francisco,6,2013,2013-11-26,2015-09-01
Shopventory,Analytics|Finance," 2,030,000 ",operating,USA,CA,San Diego,San Diego,3,2013,2013-05-13,2013-10-11
Shoto,File Sharing|Photography|Reviews and Recommendations|Social Network Media," 1,750,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,2013,2013-01-10,2015-09-26
shots :),Android|iOS|iPhone|Mobile|Social Media|Teenagers," 15,200,000 ",operating,USA,CA,SF Bay Area,San Francisco,3,2013,2013-11-01,2015-09-08
Shyp,Logistics|Shipping," 62,100,000 ",operating,USA,CA,SF Bay Area,San Francisco,3,2013,2013-09-27,2015-04-21
Sightly,Advertising|Internet Marketing|Local Advertising," 1,700,000 ",operating,USA,CA,San Diego,San Diego,2,2013,2014-01-28,2014-12-15
SignaCert,Cyber Security|Software," 4,658,703 ",operating,USA,TX,Austin,Austin,2,2013,2014-10-13,2015-01-12
SignalFx,Software," 28,500,000 ",operating,USA,CA,SF Bay Area,San Mateo,2,2013,2013-03-01,2015-01-01
SignalSense,Network Security," 4,500,000 ",operating,USA,WA,Seattle,Seattle,1,2013,2015-10-28,2015-10-28
Signifyd,Big Data|E-Commerce|Enterprise Software|Payments|Software," 11,000,000 ",operating,USA,CA,SF Bay Area,San Jose,3,2013,2012-12-19,2015-06-22
Silicon Valley Data Science,Big Data|Big Data Analytics|Consulting|Data Mining|Data Visualization," 3,000,000 ",operating,USA,CA,SF Bay Area,Mountain View,1,2013,2013-08-30,2013-08-30
"Silvair (Seed Labs, Inc.)",Hardware + Software|Home Automation|Internet of Things," 3,100,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,2013,2014-09-12,2014-09-12
Simple-Fill,Oil & Gas," 1,825,806 ",operating,USA,OH,"Columbus, Ohio",Columbus,5,2013,2014-01-22,2015-11-13
Simple Mills,Food Processing|Manufacturing|Services," 1,150,500 ",operating,USA,IL,Chicago,Chicago,1,2013,2014-07-11,2014-07-11
Simppler,Big Data|Human Resources|Social Recruiting," 1,200,000 ",operating,USA,CA,SF Bay Area,San Mateo,1,2013,2015-09-28,2015-09-28
Sindeo,Financial Services|Real Estate," 6,500,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,2013,2015-02-18,2015-02-18
SiteZeus,Brokers|Real Estate|Technology," 2,200,000 ",operating,USA,FL,Tampa,Tampa,1,2013,2015-04-22,2015-04-22
Six Trees Capital,Finance|FinTech," 1,843,889 ",operating,USA,NY,New York City,New York,3,2013,2013-12-12,2015-08-12
Skilljar,EdTech|Education|Internet|Software|Training," 7,520,836 ",operating,USA,WA,Seattle,Seattle,3,2013,2013-11-19,2015-11-16
Skoop,Consumer Goods," 1,850,000 ",operating,USA,CO,Denver,Boulder,2,2013,2013-01-01,2015-04-01
SKULLY,Augmented Reality|Automotive|Consumer Electronics|Public Safety|Wearables," 14,950,000 ",operating,USA,CA,SF Bay Area,San Francisco,3,2013,2014-08-11,2015-02-27
Skycatch,Aerospace|Drones|Hardware|Hardware + Software|Robotics|Security," 46,670,000 ",operating,USA,CA,SF Bay Area,San Francisco,7,2013,2013-05-08,2015-08-19
Skyport Systems,Information Technology," 30,000,000 ",operating,USA,CA,SF Bay Area,Mountain View,1,2013,2015-04-15,2015-04-15
Slack,Collaboration|Enterprise Software|Unifed Communications," 339,950,000 ",operating,USA,CA,SF Bay Area,San Francisco,7,2013,2009-01-01,2015-04-16
Slidejoy,Advertising|Advertising Platforms|Android|Mobile Advertising," 1,200,000 ",operating,USA,NY,New York City,New York,1,2013,2015-04-06,2015-04-06
SmackHigh,Digital Media|High Schools," 2,075,000 ",operating,USA,MA,Boston,Boston,2,2013,2015-04-28,2015-08-19
Smarter Agent Mobile,Mobile|Real Estate|SaaS," 2,000,000 ",operating,USA,NJ,NJ - Other,Collingswood,1,2013,2013-04-01,2013-04-01
Smart Vision Labs,Hardware + Software|Internet of Things|Medical Devices|Mobile Health," 6,100,000 ",operating,USA,NY,New York City,New York,1,2013,2015-06-22,2015-06-22
Snapcard,Bitcoin|Social Commerce," 1,560,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,2013,2013-12-01,2014-10-06
SNOBSWAP,Design|E-Commerce|Fashion|Lifestyle|Shopping," 1,967,400 ",operating,USA,DC,"Washington, D.C.",Washington,4,2013,2013-06-03,2015-08-08
SnoopWall,Android|Enterprise Software|Home & Garden|iOS|IT and Cybersecurity|Mobile|Mobile Devices|Privacy|Security," 2,065,000 ",operating,USA,NH,"Manchester, New Hampshire",Nashua,4,2013,2013-07-01,2015-06-24
Social Dental,Internet Marketing|Social Media|Social Network Media," 4,800,000 ",operating,USA,UT,Salt Lake City,Provo,2,2013,2015-05-04,2015-10-01
SocialRadar,iPhone|Local|Location Based Services|Mobile|Social Media," 12,750,000 ",operating,USA,DC,"Washington, D.C.",Washington,1,2013,2013-06-19,2013-06-19
Social Trends Media,Advertising|Internet Marketing," 1,701,601 ",operating,USA,CA,Sacramento,Sacramento,2,2013,2013-11-03,2014-12-09
Socrates Health Solutions,Hardware + Software," 1,735,000 ",operating,USA,TX,Dallas,Dallas,2,2013,2013-12-12,2015-07-17
Socratic,Curated Web|Education," 7,500,000 ",operating,USA,NY,New York City,New York,2,2013,2013-10-08,2015-03-25
Sofive,Active Lifestyle|Soccer|Sports," 2,100,000 ",operating,USA,NY,New York City,Brooklyn,1,2013,2014-06-01,2014-06-01
SOHA SYSTEMS,Network Security," 9,800,000 ",operating,USA,CA,SF Bay Area,Sunnyvale,1,2013,2015-04-07,2015-04-07
SolidOpinion Inc,Opinions|Social Media," 1,471,502 ",operating,USA,NY,New York City,New York,3,2013,2015-01-05,2015-10-30
Solinea,Cloud Computing|Consulting|Open Source," 4,400,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,2013,2015-03-25,2015-10-21
Sols,Curated Web|Fashion|Health Care|Manufacturing," 19,253,219 ",operating,USA,NY,New York City,New York,3,2013,2013-12-19,2015-02-27
SolveBio,Biotechnology|Health Diagnostics," 2,000,000 ",operating,USA,NY,New York City,New York,1,2013,2014-05-13,2014-05-13
"Sonavex, Inc.",Biotechnology," 1,345,192 ",operating,USA,MD,Baltimore,Baltimore,5,2013,2013-08-15,2015-10-19
Sonoma Beverage Works,Craft Beer|Organic|Wine And Spirits," 3,175,000 ",operating,USA,CA,Napa Valley,Healdsburg,3,2013,2013-05-01,2014-02-28
Soothe,Health and Wellness|Marketplaces|Personal Health," 12,300,000 ",operating,USA,CA,Los Angeles,Los Angeles,3,2013,2015-02-11,2015-11-06
Soundwall,Art|Music|Wireless," 4,000,000 ",operating,USA,CO,Denver,Boulder,1,2013,2014-10-03,2014-10-03
SourceClear,Developer Tools|SaaS|Security|Software," 11,500,000 ",operating,USA,WA,Seattle,Seattle,2,2013,2014-06-11,2015-10-27
sourceeasy,E-Commerce|Fashion|Manufacturing," 1,778,000 ",operating,USA,CA,SF Bay Area,San Francisco,3,2013,2014-04-18,2014-12-09
Soylent Corporation,Consumer Goods|Health Care|Hospitality|Nutrition|Specialty Foods," 22,300,000 ",operating,USA,CA,Los Angeles,Los Angeles,4,2013,2012-06-01,2015-01-14
Spangle,Mobile|Reviews and Recommendations," 2,000,000 ",operating,USA,CT,Hartford,New Haven,1,2013,2014-08-26,2014-08-26
SparkFund,Accounting|Analytics|Energy Efficiency|Finance|Financial Services|FinTech|Sales and Marketing|Technology," 2,838,980 ",operating,USA,DC,"Washington, D.C.",Washington,2,2013,2014-01-01,2014-12-04
Sparks,Messaging|Mobile|Mobile Commerce," 2,300,000 ",operating,USA,CA,Bakersfield,California City,1,2013,2013-10-01,2013-10-01
Spark Therapeutics,Biotechnology," 122,800,000 ",ipo,USA,PA,Philadelphia,Philadelphia,2,2013,2013-10-22,2014-05-27
Sparql City,Analytics|Big Data|Databases|Software," 10,000,000 ",operating,USA,CA,San Diego,San Diego,1,2013,2013-08-17,2013-08-17
Spero Therapeutics,Biotechnology," 33,000,000 ",operating,USA,MA,Boston,Cambridge,3,2013,2010-01-01,2015-06-08
"Sphere (Spherical, Inc.)",Mobile|Photography|Publishing," 2,275,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,2013,2012-12-28,2013-10-01
Spiderbook,Big Data Analytics|Machine Learning|Natural Language Processing|Sales and Marketing," 1,700,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,2013,2013-11-01,2013-11-01
Splice,Music," 7,250,000 ",operating,USA,NY,New York City,New York,2,2013,2013-10-09,2014-09-17
SpoonRocket,Delivery|Hospitality," 13,500,000 ",operating,USA,CA,SF Bay Area,Berkeley,2,2013,2013-09-21,2014-05-15
Spoon University,Colleges|Curated Web|Journalism|Media|News|Publishing," 5,020,000 ",operating,USA,NY,New York City,New York,3,2013,2015-01-01,2015-10-01
Sprig,Delivery|Hospitality," 56,700,000 ",operating,USA,CA,SF Bay Area,San Francisco,4,2013,2013-11-06,2015-04-15
Spring Inc,Apps|Consumers|E-Commerce|Internet|Retail|Shopping," 32,500,000 ",operating,USA,NY,New York City,New York,2,2013,2014-07-09,2015-04-16
Spruce Health,Health and Wellness|Health Care|Health Care Information Technology," 17,000,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,2013,2014-09-25,2015-03-21
Spyryx Biosciences,Health Care," 18,000,000 ",operating,USA,NC,,,1,2013,2015-05-07,2015-05-07
Sqwiggle,Software|Video|Video Streaming," 1,100,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,2013,2013-08-29,2013-08-29
SQZ Biotech,Biotechnology," 5,115,000 ",operating,USA,MA,Boston,Somerville,3,2013,2013-10-29,2015-06-24
Stanson Health,Health Care," 3,000,000 ",operating,USA,CA,Los Angeles,Los Angeles,1,2013,2015-05-26,2015-05-26
Stayful,Travel," 2,400,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,2013,2013-07-17,2013-07-17
"Stealz, Inc.",Loyalty Programs|Mobile|Photo Sharing|Social Media Marketing," 1,488,000 ",operating,USA,NC,Raleigh,Raleigh,2,2013,2014-05-09,2015-03-25
StockUp,Internet|Mobile," 3,304,810 ",operating,USA,DC,"Washington, D.C.",Washington,1,2013,2014-08-08,2014-08-08
Storehouse,iPad|Photography|Publishing|Video," 8,500,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,2013,2014-01-16,2014-05-22
Stratio,Hardware + Software|Semiconductors|Sensors," 2,195,000 ",operating,USA,CA,SF Bay Area,San Jose,4,2013,2013-01-09,2015-02-02
Stride Health,Health and Wellness|Insurance," 15,400,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,2013,2015-01-16,2015-05-20
Stringr,News|Photography|Video," 1,500,000 ",operating,USA,NY,New York City,New York,1,2013,2015-12-01,2015-12-01
Strut,Mobile|Mobile Commerce|Mobile Shopping|Online Shopping|Shopping," 1,500,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,2013,2014-08-26,2014-08-26
StyleSaint,E-Commerce|Fashion|Lifestyle," 5,800,000 ",operating,USA,CA,Los Angeles,Los Angeles,2,2013,2012-05-22,2013-08-14
Summit Behavioral Healthcare,Health Care|Hospitals," 2,000,000 ",operating,USA,GA,Atlanta,Atlanta,1,2013,2015-03-25,2015-03-25
SUN Behavioral HoldCo,Health and Wellness|Health Care|Medical," 5,246,759 ",operating,USA,NJ,Newark,Red Bank,1,2013,2015-01-22,2015-01-22
SurfWatch Labs,Analytics|Big Data|Social Media," 8,700,011 ",operating,USA,VA,"Washington, D.C.",Sterling,2,2013,2014-04-23,2015-02-26
Survios,Games|Hardware," 4,200,000 ",operating,USA,CA,Los Angeles,Culver City,1,2013,2014-05-19,2014-05-19
SutroVax,Bio-Pharm," 22,000,000 ",operating,USA,CA,SF Bay Area,South San Francisco,1,2013,2015-07-23,2015-07-23
Swapdom,E-Commerce|E-Commerce Platforms|Games|Internet|Peer-to-Peer," 1,988,994 ",operating,USA,CA,SF Bay Area,San Francisco,2,2013,2013-08-01,2013-08-01
Sweigh,Entertainment|Media|Social Media|Social Opinion Platform," 1,180,000 ",operating,USA,NY,Long Island,Centerport,2,2013,2014-07-15,2015-08-15
Synack,Crowdsourcing|Cyber Security|Data Security|Network Security|Security," 34,000,000 ",operating,USA,CA,SF Bay Area,Redwood City,4,2013,2013-02-25,2015-02-19
Synker,Cloud Management|Mobile," 1,400,000 ",operating,USA,NY,New York City,Brooklyn,1,2013,2013-11-09,2013-11-09
Syntilla Medical,Health and Wellness," 4,500,000 ",operating,USA,TX,Dallas,Dallas,2,2013,2014-02-19,2015-01-26
Syntonic,Service Providers|Telecommunications|Wireless," 1,025,000 ",operating,USA,WA,Seattle,Seattle,1,2013,2014-01-14,2014-01-14
Syros Pharmaceuticals,Biotechnology," 83,000,000 ",operating,USA,MA,Boston,Watertown,2,2013,2013-04-11,2014-10-27
Sysdig,Software," 13,000,000 ",operating,USA,CA,Sacramento,Davis,2,2013,2013-06-30,2015-07-14
T3D Therapeutics,Biotechnology," 3,212,999 ",operating,USA,NC,Raleigh,Durham,4,2013,2013-08-08,2015-03-24
Table8,Entertainment," 4,600,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,2013,2014-05-06,2014-05-06
Tablelist Inc,Entertainment|Games|iPhone|Lifestyle|Mobile|Nightlife|Travel," 5,524,999 ",operating,USA,MA,Boston,Boston,4,2013,2014-07-21,2015-07-07
Tachyus,Big Data Analytics|Enterprise Software|Sensors," 20,728,000 ",operating,USA,CA,SF Bay Area,San Mateo,3,2013,2013-05-01,2015-06-01
Tagkast,Advertising|Events|Social Media Marketing|Sponsorship," 9,100,000 ",operating,USA,IL,Chicago,Chicago,3,2013,2010-03-31,2014-06-12
Talena,Big Data|Development Platforms|Industrial Automation," 12,000,000 ",operating,USA,CA,SF Bay Area,Milpitas,1,2013,2015-08-11,2015-08-11
Talentoday,Career Management|Cloud Computing|Human Resources|Machine Learning|Predictive Analytics|Psychology|Recruiting|SaaS," 1,450,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,2013,2013-09-01,2014-10-01
